InstanceName,HuggingfacePath,Version,Category,Note,Speech,Music,Audio,
L2EnglishProsodic_speechocean762-Ranking,DynamicSuperb/L2EnglishProsodic_speechocean762-Ranking,a0294eb5c868fbc634ca40ac7dee54ffeac11cec,Classification,,TRUE,FALSE,FALSE,
L2EnglishFluency_speechocean762-Ranking,DynamicSuperb/L2EnglishFluency_speechocean762-Ranking,8c88edb31d313581b7a2ce6f349552752f3bb2e3,Classification,,TRUE,FALSE,FALSE,
L2EnglishAccuracy_speechocean762-Ranking,DynamicSuperb/L2EnglishAccuracy_speechocean762-Ranking,b27480351aae310ab3ad3d887322a0e662c14e80,Classification,,TRUE,FALSE,FALSE,
L2EnglishFluency_speechocean762-Scoring,DynamicSuperb/L2EnglishFluency_speechocean762-Scoring,54afc9166f8c0bf128bfadce7d1d1e87d9c506ce,Regression,,TRUE,FALSE,FALSE,
L2EnglishAccuracy_speechocean762-scoring,DynamicSuperb/L2EnglishAccuracy_speechocean762-scoring,0ecb083cac6b7a4045222919a99001956ad784bd,Regression,,TRUE,FALSE,FALSE,
L2EnglishProsodic_speechocean762-Scoring,DynamicSuperb/L2EnglishProsodic_speechocean762-Scoring,de26f7eba1e68796ee0dd0445277d4c1876ebefa,Regression,,TRUE,FALSE,FALSE,
NBestCorrection_LibriSpeech-TestOther,DynamicSuperb/NBestCorrection_Librispeech-TestOther,9a690708e155d53a1b7a4ac20d239c4842a204f0,Classification,No audio input,TRUE,FALSE,FALSE,
SongSeparation_SingSet,DynamicSuperb/SongSeparation_SingSet,a1ff673313e550a457112129985390979c4f10a5,Audio generation,,FALSE,FALSE,FALSE,?
LyricTranslation_SingSet,DynamicSuperb/LyricTranslation_SingSet,cff5200f70d0adb14f5671d85f51d41e1b894eb9,Text generation,,TRUE,FALSE,FALSE,
TargetSpeakerASR_AMItest,DynamicSuperb/TargetSpeaker-ASR_AMItest,1107fc18a7c958614755144f52d14dc5449997f8,Text generation,,TRUE,FALSE,FALSE,
Children_Song_Transcript_Verification_CSD,DynamicSuperb/Children_Song_Transcript_Verification_CSD,64905995d62869f090a893a66597ec373a08c339,Text generation,,TRUE,FALSE,FALSE,
MultiLingualSpeechRecognition_MLS-de,DynamicSuperb/MultiLingualSpeechRecognition_MLS-de,021337e526bf308681ddf65faa3f2a2c87131af9,Text generation,,TRUE,FALSE,FALSE,
MultiLingualSpeechRecognition_MLS-en,DynamicSuperb/MultiLingualSpeechRecognition_MLS-en,dbb12314533c3210aef74585906ee68e34e1ceb4,Text generation,,TRUE,FALSE,FALSE,
MultiLingualSpeechRecognition_MLS-es,DynamicSuperb/MultiLingualSpeechRecognition_MLS-es,a4c9fd01a991aab14c7cc011631dfd59a7a1790a,Text generation,,TRUE,FALSE,FALSE,
MultiLingualSpeechRecognition_MLS-fr,DynamicSuperb/MultiLingualSpeechRecognition_MLS-fr,9bfda0b9287acea523fe3401c284eaa4b76b530e,Text generation,,TRUE,FALSE,FALSE,
MultiLingualSpeechRecognition_MLS-it,DynamicSuperb/MultiLingualSpeechRecognition_MLS-it,a8aaf0ce290af46b9ccfd4852b4dd4164d108764,Text generation,,TRUE,FALSE,FALSE,
MultiLingualSpeechRecognition_MLS-nl,DynamicSuperb/MultiLingualSpeechRecognition_MLS-nl,49ea8d4bc9d582a01d372ba5a178dfb515101c77,Text generation,,TRUE,FALSE,FALSE,
MultiLingualSpeechRecognition_MLS-pl,DynamicSuperb/MultiLingualSpeechRecognition_MLS-pl,90e689ba2ab004e0e2e714b9114905d55646bc56,Text generation,,TRUE,FALSE,FALSE,
MultiLingualSpeechRecognition_MLS-pt,DynamicSuperb/MultiLingualSpeechRecognition_MLS-pt,6f520a76d0e87ea3c7ea9d4aed0720220e9dce71,Text generation,,TRUE,FALSE,FALSE,
SingingVoiceDeepfakeDetection_CtrSVDD_ACEKiSing_M4Singer,DynamicSuperb/SingingVoiceDeepfakeDetection_CtrSVDD_ACEKiSing_M4Singer,4b240fa12d19ef5dc3d6d7f7adfd388f1310c39a,Classification,,TRUE,FALSE,FALSE,
SingingVoiceSynthesis_ACEOpencpop,DynamicSuperb/SingingVoiceSynthesis_ACEOpencpop-Test700,0c79488c60f584ecd5a187ef6569d4e5c639aa5c,Audio generation,No audio input -- Re-format (instruction + score),TRUE,FALSE,FALSE,
SingingAutomaticMOSPrediction_SingMOS,DynamicSuperb/SingingAutomaticMOSPrediction_SingMOS,11a1c63827bd1163208693265f4057c2c7417107,Regression,,TRUE,FALSE,FALSE,
PitchExtractionByLyrics_CSD,DynamicSuperb/PitchExtractionByLyrics_CSD,6c2829446b1029d2e39da3833a5a2f152109cf19,Text generation,,TRUE,FALSE,FALSE,
VocalTechniqueClassification_VocalSet,DynamicSuperb/VocalTechniqueClassification_VocalSet,bb84b8ecadeb80ca27e70e09e053fa465805ee17,Classification,,FALSE,FALSE,FALSE,?
InstrumentSourceClassification_Nsynth,DynamicSuperb/InstrumentSourceClassification_Nsynth,48cd2c67f31a49d8dcc9e8e26de29d550656f96d,Classification,,FALSE,TRUE,FALSE,
PhonologicalFeatureClassification_VoxAngeles-ConsonantPlaceOfArticulation,DynamicSuperb/PhonologicalFeatureClassification_VoxAngeles-ConsonantPlaceOfArticulation,cfca4493f6fdae0cf0e1692a84f64bfad9f8d7b8,Classification,,TRUE,FALSE,FALSE,
PhonologicalFeatureClassification_VoxAngeles-MannerOfArticulation,DynamicSuperb/PhonologicalFeatureClassification_VoxAngeles-MannerOfArticulation,84256fe5fb50862599f0612932348dfff0d77b0f,Classification,,TRUE,FALSE,FALSE,
PhonologicalFeatureClassification_VoxAngeles-Phone,DynamicSuperb/PhonologicalFeatureClassification_VoxAngeles-Phone,56be3e23c7673c6819a89515eadb5a691eac6f2b,Classification,,TRUE,FALSE,FALSE,
PhonologicalFeatureClassification_VoxAngeles-VowelFrontness,DynamicSuperb/PhonologicalFeatureClassification_VoxAngeles-VowelFrontness,33c654f8d66dd55a06f7c31345888200a00591d9,Classification,,TRUE,FALSE,FALSE,
PhonologicalFeatureClassification_VoxAngeles-VowelHeight,DynamicSuperb/PhonologicalFeatureClassification_VoxAngeles-VowelHeight,c2eab10ade7373af7cdcd09070883a38d1a66007,Classification,,TRUE,FALSE,FALSE,
PhonologicalFeatureClassification_VoxAngeles-VowelRoundedness,DynamicSuperb/PhonologicalFeatureClassification_VoxAngeles-VowelRoundedness,30a671a9dae473d8a79b70d81d2571d79a765632,Classification,,TRUE,FALSE,FALSE,
NamedEntityLocalization_SLUE-VoxPopuli,DynamicSuperb/Named_Entity_Localization_SLUE-VoxPopuli,bfa7188e31f37dc57e01acffca9795f4850e5972,Text generation,timestamp,TRUE,FALSE,FALSE,
NamedEntityRecognition_SLUE-VoxPopuli,DynamicSuperb/Named_Entity_Recognition_SLUE-VoxPopuli,db2f833d0de7c1cb40c6e67c80d4ecacdcae3b94,Text generation,,TRUE,FALSE,FALSE,
SentimentAnalysis_SLUE-VoxCeleb,DynamicSuperb/SentimentAnalysis_SLUE-VoxCeleb,d4de503a1d17c115ecd3e036a796e3e21985605b,Classification,,TRUE,FALSE,FALSE,
CodeSwitchingSpeechRecognition_ASCEND,DynamicSuperb/CodeSwitchingSpeechRecognition_ASCEND,bf51b18b6a1a3c9d524eaf40299e93f5e885ee5e,Classification,Counting - which type?,TRUE,FALSE,FALSE,
AudioDeepFakeDetection_LJSpeech_WaveFake_MUSDB18HQ,DynamicSuperb/AudioDeepFakeDetection_LJSpeech_WaveFake_MUSDB18HQ,62f1ea872ed3f3e0e38c17d6948f2a9a12f789c6,Classification,,FALSE,FALSE,FALSE,?
SoundPositionPrediction_binaural-sound-perception,DynamicSuperb/SoundPositionPrediction_Dataset,e48346d2c06bcb3765996109b322f4a6fcae635b35447c712adef4327c0f7e9b,Regression,,FALSE,FALSE,FALSE,?
EmojiGroundedSpeechEmotionRecognition,DynamicSuperb/EmojiGroundedSpeechEmotionRecognition_RAVDESS,f66e159dfcff05f99e52282bb9a87b8a5be24ff0,Classification,,TRUE,FALSE,FALSE,
MusicBeatTracking_ASAP,DynamicSuperb/MusicBeatTracking_ASAP,394cf4c240cb6968712873a961fd3788e3504780,Text generation,,FALSE,TRUE,FALSE,
Brazilian Portuguese (PT-BR) Speech Recognition,DynamicSuperb/PTBRSpeechRecognition_CORAA,a0151805a46b2f1600263e72e2cebaf2db75207c,Text generation,,TRUE,FALSE,FALSE,
African-American Vernacular English (AAVE) Speech Recognition,DynamicSuperb/AAVESpeechRecognition_CORAAL,50efb1aa6ebb9716434559955a788d8bf7aa945e,Text generation,,TRUE,FALSE,FALSE,
Mandarin Third Tone Sandhi Recognition,DynamicSuperb/ThirdToneSandhiRecognition_NCCUCorpusofSpokenTaiwanMandarin,c10c30a6d47f4c3683cd1980f032c1f967803835,Text generation,which type?,TRUE,FALSE,FALSE,
SemanticTextualSimilarity_SpokenSTS,DynamicSuperb/SemanticTextualSimilarity_SpokenSTS,5598bbdc7a3cfc117a54d31b3cc9bcdeb3ec9df5,Classification,,TRUE,FALSE,FALSE,
SentenceGrammarAcceptability_sBLIMP,DynamicSuperb/SentenceGrammarAcceptability_sBLIMP,6fc44589d60fbfb138619367e8f2878dab2f56ab,Classification,,TRUE,FALSE,FALSE,
ProsodyNaturalness_ProsAudit-Lexical,DynamicSuperb/ProsodyNaturalness_ProsAudit-Lexical,3323d67ed936e83dae319d38803a44bda8f74691,Classification,,TRUE,FALSE,FALSE,
ProsodyNaturalness_ProsAudit-Protosyntax,DynamicSuperb/ProsodyNaturalness_ProsAudit-Protosyntax,9971e38958ace242d163957eefc9565de8122814,Classification,,TRUE,FALSE,FALSE,
HeteronymDifferentiation_HeteronymEn,DynamicSuperb/HeteronymDifferentiation_HeteronymEn,eab2ca5965ec90a5cf599074184adc1a6990f57f,Classification,,FALSE,FALSE,FALSE,?
Animal Sound Classification,DynamicSuperb/AnimalClassification_WaveSource-Test,ff142c0514f4f964960f922850c5080f7db6618b,Classification,,FALSE,FALSE,TRUE,
Speech Age Classification,DynamicSuperb/AgeClassification_CommonVoiceCorpus-Test,32bd11b03d544024b71b216e962314bd3c9d5000,Classification,,TRUE,FALSE,FALSE,
EmotionChangeDetection,DynamicSuperb/EmotionChangeDetection_Ravdess,bf9ea169fe5f2a47a2b7c4b1287591ef019eb9d4,Text generation,which type?,FALSE,FALSE,FALSE,?
EnvironmentRecognition_ESC50,DynamicSuperb/EnvironmentRecognition_ESC50,1c84a965845f0322d6958a706f5facc9949f7af9,Classification,,FALSE,FALSE,TRUE,
HumanScreamingDetection,DynamicSuperb/HumanScreamingDetection_Environmentdb,2141324a847490fffc9d19f5ac40768ceea0f05f,Classification,,TRUE,FALSE,FALSE,
BeijingOperaInstrumentClassification,DynamicSuperb/InstrumentClassification_BeijingOperaInstrument,d7279666447659c1adddb495aae0028c38219a32,Classification,,FALSE,FALSE,FALSE,
SongLyricRecognition_SingSet,DynamicSuperb/SongLyricRecognition_SingSet,fa5d91cabe1273461fe78703081720cf04d88236,Text generation,,FALSE,FALSE,FALSE,
HumanNonSpeechSoundRecognition_Nonspeech7k-test_CommonVoice-DeltaSegment-15,DynamicSuperb/HumanNonSpeechSoundRecognition_Nonspeech7k-test_CommonVoice-DeltaSegment-15,a97fd7db0dbfcf0b3fdc15a0ec84dc94c2865232,Classification,,FALSE,FALSE,FALSE,
NonceWordDetection_sWUGGY,DynamicSuperb/NonceWordDetection_sWUGGY,7d01ef315dc05ebd2927f8b3352bb731897b3d45,Classification,,FALSE,FALSE,FALSE,
GenderRecognitionbyVoice-CommonVoice-DeltaSegment-15,DynamicSuperb/GenderRecognitionbyVoice-CommonVoice-DeltaSegment-15,d2e3a581364377bac1204c6d595b52af3717fc8f,Classification,,FALSE,FALSE,FALSE,
StutteringDetection_SEP28k,DynamicSuperb/StutteringDetection_SEP28k,c4f3b138e0908b03cb0d9d1e518382b5b6996a4d,Classification,,FALSE,FALSE,FALSE,
ConversationMatching_EnShortConversation,DynamicSuperb/ConversationMatching_EnShortConversation,21b3085b366bb3ba138c407f91ad0b07c0cbf6ba,Classification,,FALSE,FALSE,FALSE,
Covid19CoughAudioClassification_CoughVid,DynamicSuperb/Covid19CoughAudioClassification_CoughVid,b4e090ad8d91535b1eab0fdbb6feec98a7c8a9d5,Classification,,FALSE,FALSE,FALSE,
PronunciationSimilarity_VoxAngeles,DynamicSuperb/MultilingualPronunciationSimilarity_VoxAngeles,1def97625b169ec56d82ccc995d3ee5a9a6fe95c,Classification,,FALSE,FALSE,FALSE,
EmergencyTrafficDetection,DynamicSuperb/Emergency_traffic_detection_ETD,6789913ea1527f72e699b0750c995bdd2c9a78cf,Classification,,FALSE,FALSE,FALSE,
EmotionalVoiceConversion_ESD,DynamicSuperb/EmotionalVoiceConversion_ESD,87174885497057c2353e48efa39ac2da7848e1ab,Speech generation,,FALSE,FALSE,FALSE,
AudioSpatialDistancePrediction,DynamicSuperb/AudioSpatialDistancePrediction_SpatialLibriSpeech,70b8d5ab0e3a09e4c0c8951869de5fdc69376e47,Regression,,FALSE,FALSE,FALSE,
EmotionClassificaitonInSongs_EMOTIFY,DynamicSuperb/EmotionClassificaitonInSongs_EMOTIFY,d521c495b8648ce91263819f950e82068eae271b,Classification,,FALSE,FALSE,FALSE,
SoundEffectDetection_IDMT-SMT-Audio-Effects,DynamicSuperb/SoundEffectDetection_IDMT-SMT-Audio-Effects,b7e6ca8fe6468803063b5a321eb1664a52c53bcd,Classification,,FALSE,FALSE,FALSE,
DeepFakeVoiceRecognition_DEEP-VOICE,DynamicSuperb/DeepFakeVoiceRecognition_DEEP-VOICE,98c0615ac69481968268550f6a556c099671517a,Classification,,FALSE,FALSE,FALSE,
Cornell Birdcall Identification,DynamicSuperb/CornellBirdcallIdentification,d54ebc4,Classification,,FALSE,FALSE,FALSE,
FraudRobocallRecognition_CallHome,DynamicSuperb/FraudRobocallRecognition_CallHome,3a219bc81a5885d316d073129b8605a3d6ba895d,Classification,,FALSE,FALSE,FALSE,
FraudRobocallRecognition_Promo,DynamicSuperb/FraudRobocallRecognition_Promo,f6f02dc5072eb226178be7dae5f5549205bc77e8,Classification,,FALSE,FALSE,FALSE,
FraudRobocallRecognition_Robocall,DynamicSuperb/FraudRobocallRecognition_Robocall,f740dc767f7f9b607cac72f799bdeddf4663d170,Classification,,FALSE,FALSE,FALSE,
SceneFakeDetection,DynamicSuperb/SceneFakeDetection_SceneFake,c88b0fc,Classification,,FALSE,FALSE,FALSE,
SpokenDigitArithmetic_AudioMNIST,DynamicSuperb/SpokenDigitArithmetic_AudioMNIST,53ac758f4b7b990626134c7d69715a5a20d5a42b,Classification,,FALSE,FALSE,FALSE,
VoiceDisorderClassification_VOICED,DynamicSuperb/VoiceDisorderClassification_VOICED,4f0b63db55d6c3dbfb93cab1069e05c3181c0feb,Classification,,FALSE,FALSE,FALSE,
PoSEstimation_LibriTTS_PoS,DynamicSuperb/PoS_Estimation_LibriTTS_PoS,21ca85ebd66abd02f19bc7bd74bed9a2b3ad12ca,Text generation,,FALSE,FALSE,FALSE,
PoSEstimation_LibriTTS_sentPoS,DynamicSuperb/PoS_Estimation_LibriTTS_PoS_with_transcription,0d2b8c9ad06d9558b257d4936c6d2b9641016301,Text generation,,FALSE,FALSE,FALSE,
CodeSwitchingSemanticGrammarAcceptabilityComparison_CSZS-zh-en,DynamicSuperb/CodeSwitchingSemanticGrammarAcceptabilityComparison_CSZS-zh-en,5d275e1c7725487465fc955ca58219377f3e5886,Classification,,FALSE,FALSE,FALSE,
PhoneSegmentCounting_VoxAngeles,DynamicSuperb/PhoneSegmentCounting_VoxAngeles,aed1f7e5b5bf5efdec0df69cda41f189b17f4658,Regression,,FALSE,FALSE,FALSE,
PhonemeSegmentCounting_Librispeech-words,DynamicSuperb/PhonemeSegmentCounting_Librispeech-words,d1adeb1741fd6f7774ddb6aaf9b8f85a7e634927,Regression,,FALSE,FALSE,FALSE,
AudioEditingIdentification_PeoplesSpeech,DynamicSuperb/AudioEditingIdentification_PeoplesSpeech,1a51d1d32e3391f2b24f6c3504fa23886464d26c,Text generation,,FALSE,FALSE,FALSE,
MultichannelSoundEventUnderstanding_STARSS23,DynamicSuperb/MultichannelSoundEventUnderstanding_STARSS23,5f6f348fe0e1092c33aaadf903fbfc2757937352,Classification,,FALSE,FALSE,FALSE,
AudioDurationPrediction_NTUML2021,DynamicSuperb/AudioDurationPrediction_NTUML2021,def0c06df7cada35286123719714d59ef7901d0f,Regression,,FALSE,FALSE,FALSE,
Code-switchSpeechRecognition_NTUML2021,DynamicSuperb/Code-switchSpeechRecognition_NTUML2021,ac4938db06307f85dadd7728ad2bd62f3b865691,Text generation,,FALSE,FALSE,FALSE,
AudioSegmentRetrieval_Clotho,DynamicSuperb/AudioSegmentRetrieval_Clotho,2a11d25a7fcff1d02ca08cb62fd771bd1ac60a23,Text generation,,FALSE,FALSE,FALSE,
DomesticEnvironmentSoundEventDetection_DESED-PublicEval,DynamicSuperb/DomesticEnvironmentSoundEventDetection_DESED-PublicEval,c72b4ec255c2f695d6b28d13cf4d71f02077069d,Text generation,,FALSE,FALSE,FALSE,
InstrumentCombinationRecognition_OpenMIC-2018,DynamicSuperb/InstrumentCombinationRecognition-OpenMIC-2018,aff0d2b1703f408ab5f2443581759ca1bd5f7d3a,Text generation,,FALSE,FALSE,FALSE,
CatEmotionClassification_CatSoundClassificationDataset-V2,DynamicSuperb/CatEmotionClassification_CatSoundClassificationDataset-V2,0503e51d4dbf03392c29a980e90027560e7d8bd6,Classification,,FALSE,FALSE,FALSE,
InstrumentClassification_Nsynth,DynamicSuperb/InstrumentClassification_Nsynth,31ade17140fb1105e6cd8eaa512ace87aecadf2c,Classification,,FALSE,FALSE,FALSE,
MusicGenreClassification_FMA,DynamicSuperb/MusicGenreClassification_FMA,4fcd3749c0eb9acec9a92546a7a98b828758c270,Classification,,FALSE,FALSE,FALSE,
InstrumentPitchClassification_Nsynth,DynamicSuperb/InstrumentPitchClassification_Nsynth,4c2f225462f08b9f9aab471b65b49acfd14a339e,Classification,,FALSE,FALSE,FALSE,
SpeechCommandRecognition_AudioMNIST,DynamicSuperb/SpeechCommandRecognition_AudioMNIST,c37ecbcd983055ba346f6280dbaca4dfd488bb1b,Text generation,,FALSE,FALSE,FALSE,
VocalSoundRecognition_VocalSound,DynamicSuperb/VocalSoundRecognition_VocalSound,beb7fe456e01f1a9959daae8dd507fa7790f4b62,Classification,,FALSE,FALSE,FALSE,
EnvironmentalSoundClassification_UrbanSound8K-UrbanNoises,DynamicSuperb/EnvironmentalSoundClassification_UrbanSound8K-UrbanNoises,56d42d00040ffddb8bc08524e7397cfa6ae5050e,Classification,,FALSE,FALSE,FALSE,
SuperbER_Iemocap-Session1,DynamicSuperb/SuperbER_Iemocap-Session1,51902c2b0054cf2be903a7b1c7790ee2bb762527,Classification,,FALSE,FALSE,FALSE,
SuperbER_Iemocap-Session2,DynamicSuperb/SuperbER_Iemocap-Session2,82b04d3e64d8bf04add9dd7bbc0c124c08ec2cd2,Classification,,FALSE,FALSE,FALSE,
SuperbER_Iemocap-Session3,DynamicSuperb/SuperbER_Iemocap-Session3,582c7a3c2954120ed07063d70ee139d0e8986780,Classification,,FALSE,FALSE,FALSE,
SuperbER_Iemocap-Session4,DynamicSuperb/SuperbER_Iemocap-Session4,80b969c5cc676759473520a8d14ad9c989c80e74,Classification,,FALSE,FALSE,FALSE,
SuperbER_Iemocap-Session5,DynamicSuperb/SuperbER_Iemocap-Session5,9331b6572e6c097d5162af92be1898d647dd2812,Classification,,FALSE,FALSE,FALSE,
SuperbIC_FluentSpeechCommands-Test,DynamicSuperb/SuperbIC_FluentSpeechCommands-Test,a398562da6bad11b2e691a56fb2f3c6d85cd3cf1,Classification,,FALSE,FALSE,FALSE,
SuperbPR_LibriSpeech-TestClean,DynamicSuperb/SuperbPR_LibriSpeech-TestClean,4d80708241287d29f407f5590d75a66aebbf25c3,Text generation,,FALSE,FALSE,FALSE,
SuperbSF_AudioSnips-Test,DynamicSuperb/SuperbSF_AudioSnips-Test,124997cc789778a4fa9e0c52a3760748028ef606,Text generation,,FALSE,FALSE,FALSE,
SuperbSS_Libri2Mix-Test,DynamicSuperb/SuperbSS_Libri2Mix-Test,32051f08e93a0eed6ee55cde6d632660035ca79a,Speech generation,,FALSE,FALSE,FALSE,
SuperbSD_Libri2Mix-Test,DynamicSuperb/SuperbSD_Libri2Mix-Test,5e466069c04fe341f83734074c2b8031ebcd16a8,Text generation,,FALSE,FALSE,FALSE,
SuperbSV_VoxCeleb1-Test,DynamicSuperb/SuperbSV_VoxCeleb1-Test,497b88ca55c57f40504f009fca2bdc690a07cc44,Classification,"ambiguous naming for ""audio""",FALSE,FALSE,FALSE,
SuperbKS_SpeechCommandsV1-Test,DynamicSuperb/SuperbKS_SpeechCommandsV1-Test,677b181738e0135affe1f9be3a353558b08d6dc3,Classification,,FALSE,FALSE,FALSE,
SuperbSE_VoiceBankDEMAND-Test,DynamicSuperb/SuperbSE_VoiceBankDEMAND-Test,2da05e50a40e92b0a26ceec23b1b185448d5eb3b,Speech generation,,FALSE,FALSE,FALSE,
SuperbASR_LibriSpeech-TestClean,DynamicSuperb/SuperbASR_LibriSpeech-TestClean,1832d234ffe7ee15b513d3f342d0dab87470310b,Text generation,,FALSE,FALSE,FALSE,
SuperbOODAsrAr_CommonVoice7-Test,DynamicSuperb/SuperbOODAsrAr_CommonVoice7-Test,a5087fca1c1441f99eb094c8b1a59181b8108611,Text generation,,FALSE,FALSE,FALSE,
SuperbOODAsrEs_CommonVoice7-Test,DynamicSuperb/SuperbOODAsrEs_CommonVoice7-Test,5eb2ab302936739e96d1b24a4e566f286035d3f9,Text generation,,FALSE,FALSE,FALSE,
SuperbOODAsrSpon_SBCSAE-Test,DynamicSuperb/SuperbOODAsrSpon_SBCSAE-Test,7c6b26c0c79f20bfb3835dd5d1e46c3506e6faf9,Text generation,,FALSE,FALSE,FALSE,
SuperbOODAsrZh_CommonVoice7-Test,DynamicSuperb/SuperbOODAsrZh_CommonVoice7-Test,4d11c16ba9dad3669119f8746db77722edc3b5a9,Text generation,,FALSE,FALSE,FALSE,
SuperbST_CoVoST2-Test,DynamicSuperb/SuperbST_CoVoST2-Test,c4d7ba2a894cf64ba719751ac99e72d0a631b9f0,Text generation,,FALSE,FALSE,FALSE,
SuperbQbE_Quesst14-Eval,DynamicSuperb/SuperbQbE_Quesst14-Eval,ffb436fdd141bedc89a513f0d1a530193e40db75,Classification,"ambiguous naming for key ""audio""",FALSE,FALSE,FALSE,
HEARMusicTranscription_MAESTRO-5hr-Fold1,DynamicSuperb/HEARMusicTranscription_MAESTRO-5hr-Fold1,ee4cfbb7dbfffd0d2319bed12c2e60b868e36f68,Text generation,,FALSE,FALSE,FALSE,
HEARMusicTranscription_MAESTRO-5hr-Fold2,DynamicSuperb/HEARMusicTranscription_MAESTRO-5hr-Fold2,82d690eb4d02da506cbb77d20726ce076a1cf047,Text generation,,FALSE,FALSE,FALSE,
HEARMusicTranscription_MAESTRO-5hr-Fold3,DynamicSuperb/HEARMusicTranscription_MAESTRO-5hr-Fold3,b10934b54665fe1e36861674afa9697b1270bfa4,Text generation,,FALSE,FALSE,FALSE,
HEARMusicTranscription_MAESTRO-5hr-Fold4,DynamicSuperb/HEARMusicTranscription_MAESTRO-5hr-Fold4,6a86005628996f26c77daf1ef0121a4acc60ae11,Text generation,,FALSE,FALSE,FALSE,
HEARMusicTranscription_MAESTRO-5hr-Fold5,DynamicSuperb/HEARMusicTranscription_MAESTRO-5hr-Fold5,9548818cd043a6acb893d1f75b6b1d72aa89b4df,Text generation,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold1,DynamicSuperb/HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold1,5d609b31db9f38d69ac8fac33eb106e7c452daed,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold2,DynamicSuperb/HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold2,ca126a195980aa7baa28434ea927ad526e688de9,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold3,DynamicSuperb/HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold3,5817afd196b1f197eef9bf853cd022ec211fbfc5,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold4,DynamicSuperb/HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold4,7c37d8d1732a3ac3de4297c56251e7cb2f70436e,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold5,DynamicSuperb/HEARPercussionInstrumentsClassification_BeijingOperaPercussion-Fold5,b529b08405fec94a957b516f2c83aa54b079439f,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold1,DynamicSuperb/HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold1,a2efb794cc128f7bb69cbc13b304067f0521250f,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold2,DynamicSuperb/HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold2,63ef21c30ba8dc7d398e26258894ff8ac2e0af48,Classification,,FALSE,FALSE,FALSE,
