InstanceName,HuggingfacePath,Version,Category,Note,Speech,Music,Audio,
HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold3,DynamicSuperb/HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold3,d146d3d0149058d53b42b8ffa808cef872159756,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold4,DynamicSuperb/HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold4,37bf1f05dbf5b680acb30e183bedeaa93c27a623,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold5,DynamicSuperb/HEARPercussionInstrumentsStrokeClassification_MridangamStroke-Fold5,cd947c9fbb629853935c688eeb641baf23c6eaaf,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold1,DynamicSuperb/HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold1,84870edb89f8ab56dfe52b8bc6bc9eb3f1bdfb37,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold2,DynamicSuperb/HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold2,0b9475204c08121f726064f82841179bad952f7d,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold3,DynamicSuperb/HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold3,cb266e6a881ace0b4866b9da5f9baa4689b89dac,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold4,DynamicSuperb/HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold4,2a981ab46a9237d70b7abcdb5cfc40700b9a4b64,Classification,,FALSE,FALSE,FALSE,
HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold5,DynamicSuperb/HEARPercussionInstrumentsTonicClassification_MridangamTonic-Fold5,003b20b759425f2ce3d0525f78d9e667e431a854,Classification,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold1,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold1,08603679261759c36a723e1e8dd5011af9d600b9,Text generation,provide no available options -- generation? classification?,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold10,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold10,5efec739f0647a92906ddb496f82a0e9dc27701d,Text generation,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold2,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold2,275c7cfcf6806ca7625bf856d54c253bd832b0fd,Text generation,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold3,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold3,ab6bfc426cd0ef666df0de440a50b1cd63c74663,Text generation,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold4,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold4,c2ae97ea2fb6bfc9f62a6db945b87cd02d100fa0,Text generation,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold5,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold5,7bfe5976f6ccd4c577537eed4628c9609bf1f9b0,Text generation,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold6,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold6,539784b99e585f1a2965e15ec4b3f9f9d9dab888,Text generation,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold7,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold7,94d3f4db0494eb1054c579be06d5a0c58cf19888,Text generation,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold8,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold8,3a0af10663a302f68aa17711290ac92f2be3e8a7,Text generation,,FALSE,FALSE,FALSE,
HEARMusicGenreClassification_GTZANGenre-Fold9,DynamicSuperb/HEARMusicGenreClassification_GTZANGenre-Fold9,578ed565b008f70995d9c14b3e62ca754d2550c7,Text generation,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold1,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold1,de1259186709c2e9072d3f5b728566e02c0e7811,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold10,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold10,7bdb51317cbedfabafa91fe93437e3aaf637da4e,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold2,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold2,6ee20deb25924b7472f8909b0f716875ae8d1b2d,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold3,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold3,ed765e7e2420011817bee80b243fb2388867ae66,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold4,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold4,08034473d251c8046fe9a621431eb761ac9ffcfe,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold5,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold5,f6ad0c5fbca0c3fd1f6f0afda373d775d5342ac8,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold6,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold6,b815800214fd9ec9ab9d93d1eabeb78c9c148397,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold7,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold7,87021ab5edabbed83ef23af3ae7480d192ec5307,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold8,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold8,e0677f9b1e25e9ddd4cecd23c482283fd8e035d0,Classification,,FALSE,FALSE,FALSE,
HEARMusicSpeechClassification_GTZANMusicSpeech-Fold9,DynamicSuperb/HEARMusicSpeechClassification_GTZANMusicSpeech-Fold9,50d67f5c027d02d76d0ab62f69f54f586f31513c,Classification,,FALSE,FALSE,FALSE,
HEARSoundEventDetection_DCASE2016Task2,DynamicSuperb/HEARSoundEventDetection_DCASE2016Task2,b84eddb9d21ea44e391c225f5b0bbd234d03503b,Text generation,,FALSE,FALSE,FALSE,
HEARVocalImitationClassification_VocalImitations-Fold1,DynamicSuperb/HEARVocalImitationClassification_VocalImitations-Fold1,aad402d6505616234711ff28f2858a3f6396073c,Classification,,FALSE,FALSE,FALSE,
HEARVocalImitationClassification_VocalImitations-Fold2,DynamicSuperb/HEARVocalImitationClassification_VocalImitations-Fold2,1623317889cb34b6b95d80e36e87522704203479,Classification,,FALSE,FALSE,FALSE,
HEARVocalImitationClassification_VocalImitations-Fold3,DynamicSuperb/HEARVocalImitationClassification_VocalImitations-Fold3,e8280df40e22e74893601c7101ed355d327c5d81,Classification,,FALSE,FALSE,FALSE,
HEARBeehiveStatesClassification_BeehiveStates,DynamicSuperb/HEARBeehiveStatesClassification_BeehiveStates,045505ce1035cd324b004c202ee477bd363a4faa,Classification,,FALSE,FALSE,FALSE,
HEAREnvironmentalSoundClassification_ESC50-Fold1,DynamicSuperb/HEAREnvironmentalSoundClassification_ESC50-Fold1,bec8ca814cf04df27a3626ee74e2f63d071c2c1c,Text generation,"wrong instance name, provide no available options",FALSE,FALSE,FALSE,
HEAREnvironmentalSoundClassification_ESC50-Fold2,DynamicSuperb/HEAREnvironmentalSoundClassification_ESC50-Fold2,6196bb94b8d8ccf3432155818332671168b53545,Text generation,"wrong instance name, provide no available options",FALSE,FALSE,FALSE,
HEAREnvironmentalSoundClassification_ESC50-Fold3,DynamicSuperb/HEAREnvironmentalSoundClassification_ESC50-Fold3,74c6d18ec7fb5d746c4a693bd32daa67ffaeac6c,Text generation,"wrong instance name, provide no available options",FALSE,FALSE,FALSE,
HEAREnvironmentalSoundClassification_ESC50-Fold4,DynamicSuperb/HEAREnvironmentalSoundClassification_ESC50-Fold4,c2132bb5cac8145eeef71906cb24f846c83bfd9b,Text generation,"wrong instance name, provide no available options",FALSE,FALSE,FALSE,
HEAREnvironmentalSoundClassification_ESC50-Fold5,DynamicSuperb/HEAREnvironmentalSoundClassification_ESC50-Fold5,8edcab2c719d0f20c88f81b1425a3908c9392772,Text generation,"wrong instance name, provide no available options",FALSE,FALSE,FALSE,
HEAREmotionRecognition_CREMAD-Fold1,DynamicSuperb/HEAREmotionRecognition_CREMAD-Fold1,b66135f18a4fcc65e9bc46ff931754aec445197c,Classification,,FALSE,FALSE,FALSE,
HEAREmotionRecognition_CREMAD-Fold2,DynamicSuperb/HEAREmotionRecognition_CREMAD-Fold2,0391f0918e3946087ef8d08cc1db33ddb29b8cc6,Classification,,FALSE,FALSE,FALSE,
HEAREmotionRecognition_CREMAD-Fold3,DynamicSuperb/HEAREmotionRecognition_CREMAD-Fold3,35bdd3d62289478ee7211688aff165d2be04ef14,Classification,,FALSE,FALSE,FALSE,
HEAREmotionRecognition_CREMAD-Fold4,DynamicSuperb/HEAREmotionRecognition_CREMAD-Fold4,c01ac6eef6c73502bb99f51dc0089dc7823170ad,Classification,,FALSE,FALSE,FALSE,
HEAREmotionRecognition_CREMAD-Fold5,DynamicSuperb/HEAREmotionRecognition_CREMAD-Fold5,0f1f918c95cb247e9f8cb411cf178a7d983887f9,Classification,,FALSE,FALSE,FALSE,
HEARLanguageIdentification_VoxLingua107Top10-Fold1,DynamicSuperb/HEARLanguageIdentification_VoxLingua107Top10-Fold1,9fe76ffb88d74de222291d5212e71061247e7c8e,Text generation,provide no available options,FALSE,FALSE,FALSE,
HEARLanguageIdentification_VoxLingua107Top10-Fold2,DynamicSuperb/HEARLanguageIdentification_VoxLingua107Top10-Fold2,5737049e0d3162ed974ed4c6411ee3e575556718,Text generation,provide no available options,FALSE,FALSE,FALSE,
HEARLanguageIdentification_VoxLingua107Top10-Fold3,DynamicSuperb/HEARLanguageIdentification_VoxLingua107Top10-Fold3,5737049e0d3162ed974ed4c6411ee3e575556718,Text generation,provide no available options,FALSE,FALSE,FALSE,
HEARLanguageIdentification_VoxLingua107Top10-Fold4,DynamicSuperb/HEARLanguageIdentification_VoxLingua107Top10-Fold4,6dadbd3a28b8f1ed2a38cf4e2a5f0323d434f0f3,Text generation,provide no available options,FALSE,FALSE,FALSE,
HEARLanguageIdentification_VoxLingua107Top10-Fold5,DynamicSuperb/HEARLanguageIdentification_VoxLingua107Top10-Fold5,ce9a3f57e86e9e64419ad9bf245868903e16dc3a,Text generation,provide no available options,FALSE,FALSE,FALSE,
HEARSpeakerCountIdentification_LibriCount-Fold1,DynamicSuperb/HEARSpeakerCountIdentification_LibriCount-Fold1,f4efe0646b5415919e316fbd3635b6354d6e1b1e,Text generation,Naming mixed up with SpeakerVerification in PR,FALSE,FALSE,FALSE,
HEARSpeakerCountIdentification_LibriCount-Fold2,DynamicSuperb/HEARSpeakerCountIdentification_LibriCount-Fold2,3b1bf01c906fb8ed607e1efe1c253312868abff9,Text generation,Naming mixed up with SpeakerVerification in PR,FALSE,FALSE,FALSE,
HEARSpeakerCountIdentification_LibriCount-Fold3,DynamicSuperb/HEARSpeakerCountIdentification_LibriCount-Fold3,43745dc7bbc7dca16ac327682cf697b7fbb35663,Text generation,Naming mixed up with SpeakerVerification in PR,FALSE,FALSE,FALSE,
HEARSpeakerCountIdentification_LibriCount-Fold4,DynamicSuperb/HEARSpeakerCountIdentification_LibriCount-Fold4,93b85b4b0b1b1f01fd8ed1508bfb4f866faacc40,Text generation,Naming mixed up with SpeakerVerification in PR,FALSE,FALSE,FALSE,
HEARSpeakerCountIdentification_LibriCount-Fold5,DynamicSuperb/HEARSpeakerCountIdentification_LibriCount-Fold5,f4efe0646b5415919e316fbd3635b6354d6e1b1e,Text generation,Naming mixed up with SpeakerVerification in PR,FALSE,FALSE,FALSE,
HEARSpokenCommandsClassification_SpeechCommands-5hr,DynamicSuperb/HEARSpokenCommandsClassification_SpeechCommands-5hr,fd7ed162b876659b72a7400ed1c247353ed812d8,Classification,,FALSE,FALSE,FALSE,
MARBLEKeyDetection_Giantstepskey,DynamicSuperb/MARBLEKeyDetection_Giantstepskey,,Classification,,FALSE,FALSE,FALSE,
MARBLEMusicTagging_MTGTop50-Fold1,DynamicSuperb/MARBLEMusicTagging_MTGTop50-Fold1,,Text generation,,FALSE,FALSE,FALSE,
MARBLEMusicTagging_MTGTop50-Fold2,DynamicSuperb/MARBLEMusicTagging_MTGTop50-Fold2,,Text generation,,FALSE,FALSE,FALSE,
MARBLEMusicTagging_MTGTop50-Fold3,DynamicSuperb/MARBLEMusicTagging_MTGTop50-Fold3,,Text generation,,FALSE,FALSE,FALSE,
MARBLEMusicTagging_MTGTop50-Fold4,DynamicSuperb/MARBLEMusicTagging_MTGTop50-Fold4,,Text generation,,FALSE,FALSE,FALSE,
MARBLEMusicTagging_MTGTop50-Fold5,DynamicSuperb/MARBLEMusicTagging_MTGTop50-Fold5,,Text generation,,FALSE,FALSE,FALSE,
MARBLEMusicTagging_MagnaTagATune,DynamicSuperb/MARBLEMusicTagging_MagnaTagATune,,Text generation,,FALSE,FALSE,FALSE,
MARBLEGenreClassification_MTG-Genre-Fold1,DynamicSuperb/MARBLEGenreClassification_MTG-Genre-Fold1,,Text generation,,FALSE,FALSE,FALSE,
MARBLEGenreClassification_MTG-Genre-Fold2,DynamicSuperb/MARBLEGenreClassification_MTG-Genre-Fold2,,Text generation,,FALSE,FALSE,FALSE,
MARBLEGenreClassification_MTG-Genre-Fold3,DynamicSuperb/MARBLEGenreClassification_MTG-Genre-Fold3,,Text generation,,FALSE,FALSE,FALSE,
MARBLEGenreClassification_MTG-Genre-Fold4,DynamicSuperb/MARBLEGenreClassification_MTG-Genre-Fold4,,Text generation,,FALSE,FALSE,FALSE,
MARBLEGenreClassification_MTG-Genre-Fold5,DynamicSuperb/MARBLEGenreClassification_MTG-Genre-Fold5,,Text generation,,FALSE,FALSE,FALSE,
MARBLEGenreClassification_GTZAN,DynamicSuperb/MARBLEGenreClassification_GTZAN,,Text generation,,FALSE,FALSE,FALSE,
MARBLEEmotionDetection_MTGMoodTheme-Fold1,DynamicSuperb/MARBLEEmotionDetection_MTGMoodTheme-Fold1,,Text generation,,FALSE,FALSE,FALSE,
MARBLEEmotionDetection_MTGMoodTheme-Fold2,DynamicSuperb/MARBLEEmotionDetection_MTGMoodTheme-Fold2,,Text generation,,FALSE,FALSE,FALSE,
MARBLEEmotionDetection_MTGMoodTheme-Fold3,DynamicSuperb/MARBLEEmotionDetection_MTGMoodTheme-Fold3,,Text generation,,FALSE,FALSE,FALSE,
MARBLEEmotionDetection_MTGMoodTheme-Fold4,DynamicSuperb/MARBLEEmotionDetection_MTGMoodTheme-Fold4,,Text generation,,FALSE,FALSE,FALSE,
MARBLEEmotionDetection_MTGMoodTheme-Fold5,DynamicSuperb/MARBLEEmotionDetection_MTGMoodTheme-Fold5,,Text generation,,FALSE,FALSE,FALSE,
MARBLEBeatTracking_GTZAN-Rhythm,DynamicSuperb/MARBLEBeatTracking_GTZAN-Rhythm,,Text generation,,FALSE,FALSE,FALSE,
MARBLEVocalTechniqueDetection_VocalSet,DynamicSuperb/MARBLEVocalTechniqueDetection_VocalSet,,Classification,,FALSE,FALSE,FALSE,
MARBLEInstrumentClassification_MTGInstrument-Fold1,DynamicSuperb/MARBLEInstrumentClassification_MTGInstrument-Fold1,,Text generation,,FALSE,FALSE,FALSE,
MARBLEInstrumentClassification_MTGInstrument-Fold2,DynamicSuperb/MARBLEInstrumentClassification_MTGInstrument-Fold2,,Text generation,,FALSE,FALSE,FALSE,
MARBLEInstrumentClassification_MTGInstrument-Fold3,DynamicSuperb/MARBLEInstrumentClassification_MTGInstrument-Fold3,,Text generation,,FALSE,FALSE,FALSE,
MARBLEInstrumentClassification_MTGInstrument-Fold4,DynamicSuperb/MARBLEInstrumentClassification_MTGInstrument-Fold4,,Text generation,,FALSE,FALSE,FALSE,
MARBLEInstrumentClassification_MTGInstrument-Fold5,DynamicSuperb/MARBLEInstrumentClassification_MTGInstrument-Fold5,,Text generation,,FALSE,FALSE,FALSE,
SpeakerCounting_LibriTTS-TestClean,DynamicSuperb/SpeakerCounting_LibriTTS-TestClean,,Classification,,FALSE,FALSE,FALSE,
DialogueActPairing_DailyTalk,DynamicSuperb/DialogueActPairing_DailyTalk,,Classification,,FALSE,FALSE,FALSE,
IntentClassification_FluentSpeechCommands-Action,DynamicSuperb/IntentClassification_FluentSpeechCommands-Action,,Classification,,FALSE,FALSE,FALSE,
IntentClassification_FluentSpeechCommands-Location,DynamicSuperb/IntentClassification_FluentSpeechCommands-Location,,Classification,,FALSE,FALSE,FALSE,
IntentClassification_FluentSpeechCommands-Object,DynamicSuperb/IntentClassification_FluentSpeechCommands-Object,,Classification,,FALSE,FALSE,FALSE,
SpokenTermDetection_LJSpeech,DynamicSuperb/SpokenTermDetection_LJSpeech,,Classification,,FALSE,FALSE,FALSE,
SpokenTermDetection_LibriSpeech-TestOther,DynamicSuperb/SpokenTermDetection_LibriSpeech-TestOther,,Classification,,FALSE,FALSE,FALSE,
SpokenTermDetection_LibriSpeech-TestClean,DynamicSuperb/SpokenTermDetection_LibriSpeech-TestClean,,Classification,,FALSE,FALSE,FALSE,
MultiSpeakerDetection_LibriSpeech-TestClean,DynamicSuperb/MultiSpeakerDetection_LibriSpeech-TestClean,,Classification,,FALSE,FALSE,FALSE,
MultiSpeakerDetection_VCTK,DynamicSuperb/MultiSpeakerDetection_VCTK,,Classification,,FALSE,FALSE,FALSE,
SpeechTextMatching_LJSpeech,DynamicSuperb/SpeechTextMatching_LJSpeech,,Classification,,FALSE,FALSE,FALSE,
SpeechTextMatching_LibriSpeech-TestClean,DynamicSuperb/SpeechTextMatching_LibriSpeech-TestClean,,Classification,,FALSE,FALSE,FALSE,
SpeechTextMatching_LibriSpeech-TestOther,DynamicSuperb/SpeechTextMatching_LibriSpeech-TestOther,,Classification,,FALSE,FALSE,FALSE,
ChordClassification_AcousticGuitarAndPiano,DynamicSuperb/ChordClassification_AcousticGuitarAndPiano,,Classification,,FALSE,FALSE,FALSE,
SpeechCommandRecognition_GoogleSpeechCommandsV1,DynamicSuperb/SpeechCommandRecognition_GoogleSpeechCommandsV1,,Classification,,FALSE,FALSE,FALSE,
EmotionRecognition_MultimodalEmotionlinesDataset,DynamicSuperb/EmotionRecognition_MultimodalEmotionlinesDataset,,Classification,,FALSE,FALSE,FALSE,
ReverberationDetection_LJSpeech_RirsNoises-MediumRoom,DynamicSuperb/ReverberationDetection_LJSpeech_RirsNoises-MediumRoom,,Classification,,FALSE,FALSE,FALSE,
ReverberationDetection_VCTK_RirsNoises-SmallRoom,DynamicSuperb/ReverberationDetection_VCTK_RirsNoises-SmallRoom,,Classification,,FALSE,FALSE,FALSE,
ReverberationDetection_LJSpeech_RirsNoises-SmallRoom,DynamicSuperb/ReverberationDetection_LJSpeech_RirsNoises-SmallRoom,,Classification,,FALSE,FALSE,FALSE,
ReverberationDetection_VCTK_RirsNoises-MediumRoom,DynamicSuperb/ReverberationDetection_VCTK_RirsNoises-MediumRoom,,Classification,,FALSE,FALSE,FALSE,
ReverberationDetection_VCTK_RirsNoises-LargeRoom,DynamicSuperb/ReverberationDetection_VCTK_RirsNoises-LargeRoom,,Classification,,FALSE,FALSE,FALSE,
ReverberationDetection_LJSpeech_RirsNoises-LargeRoom,DynamicSuperb/ReverberationDetection_LJSpeech_RirsNoises-LargeRoom,,Classification,,FALSE,FALSE,FALSE,
SpeechDetection_LJSpeech,DynamicSuperb/SpeechDetection_LJSpeech,,Classification,,FALSE,FALSE,FALSE,
SpeechDetection_LibriSpeech-TestOther,DynamicSuperb/SpeechDetection_LibriSpeech-TestOther,,Classification,,FALSE,FALSE,FALSE,
SpeechDetection_LibriSpeech-TestClean,DynamicSuperb/SpeechDetection_LibriSpeech-TestClean,,Classification,,FALSE,FALSE,FALSE,
DialogueEmotionClassification_DailyTalk,DynamicSuperb/DialogueEmotionClassification_DailyTalk,,Classification,,FALSE,FALSE,FALSE,
NoiseSNRLevelPrediction_VCTK_MUSAN-Music,DynamicSuperb/NoiseSNRLevelPrediction_VCTK_MUSAN-Music,,Classification,,FALSE,FALSE,FALSE,
NoiseSNRLevelPrediction_VCTK_MUSAN-Speech,DynamicSuperb/NoiseSNRLevelPrediction_VCTK_MUSAN-Speech,,Classification,,FALSE,FALSE,FALSE,
NoiseSNRLevelPrediction_VCTK_MUSAN-Gaussian,DynamicSuperb/NoiseSNRLevelPrediction_VCTK_MUSAN-Gaussian,,Classification,,FALSE,FALSE,FALSE,
NoiseSNRLevelPrediction_VCTK_MUSAN-Noise,DynamicSuperb/NoiseSNRLevelPrediction_VCTK_MUSAN-Noise,,Classification,,FALSE,FALSE,FALSE,
SpeakerVerification_LibriSpeech-TestClean,DynamicSuperb/SpeakerVerification_LibriSpeech-TestClean,,Classification,,FALSE,FALSE,FALSE,
SpeakerVerification_VCTK,DynamicSuperb/SpeakerVerification_VCTK,,Classification,,FALSE,FALSE,FALSE,
EnvironmentalSoundClassification_ESC50-NaturalSoundscapesAndWaterSounds,DynamicSuperb/EnvironmentalSoundClassification_ESC50-NaturalSoundscapesAndWaterSounds,,Classification,,FALSE,FALSE,FALSE,
EnvironmentalSoundClassification_ESC50-Animals,DynamicSuperb/EnvironmentalSoundClassification_ESC50-Animals,,Classification,,FALSE,FALSE,FALSE,
EnvironmentalSoundClassification_ESC50-ExteriorAndUrbanNoises,DynamicSuperb/EnvironmentalSoundClassification_ESC50-ExteriorAndUrbanNoises,,Classification,,FALSE,FALSE,FALSE,
EnvironmentalSoundClassification_ESC50-HumanAndNonSpeechSounds,DynamicSuperb/EnvironmentalSoundClassification_ESC50-HumanAndNonSpeechSounds,,Classification,,FALSE,FALSE,FALSE,
EnvironmentalSoundClassification_ESC50-InteriorAndDomesticSounds,DynamicSuperb/EnvironmentalSoundClassification_ESC50-InteriorAndDomesticSounds,,Classification,,FALSE,FALSE,FALSE,
AccentClassification_AccentdbExtended,DynamicSuperb/AccentClassification_AccentdbExtended,,Classification,,FALSE,FALSE,FALSE,
SpoofDetection_ASVspoof2015,DynamicSuperb/SpoofDetection_ASVspoof2015,,Classification,,FALSE,FALSE,FALSE,
SpoofDetection_ASVspoof2017,DynamicSuperb/SpoofDetection_ASVspoof2017,,Classification,,FALSE,FALSE,FALSE,
SarcasmDetection_Mustard,DynamicSuperb/SarcasmDetection_Mustard,,Classification,,FALSE,FALSE,FALSE,
HowFarAreYou_3DSpeaker,DynamicSuperb/HowFarAreYou_3DSpeaker,,Classification,,FALSE,FALSE,FALSE,
LanguageIdentification_VoxForge,DynamicSuperb/LanguageIdentification_VoxForge,,Classification,,FALSE,FALSE,FALSE,
DialogueActClassification_DailyTalk,DynamicSuperb/DialogueActClassification_DailyTalk,,Classification,,FALSE,FALSE,FALSE,
StressDetection_MIRSD,DynamicSuperb/StressDetection_MIRSD,,Classification,,FALSE,FALSE,FALSE,
BirdSoundDetection_Warblrb10k,DynamicSuperb/BirdSoundDetection_Warblrb10k,,Classification,,FALSE,FALSE,FALSE,
EnhancementDetection_LibriTTS-TestClean_WHAM,DynamicSuperb/EnhancementDetection_LibriTTS-TestClean_WHAM,,Classification,,FALSE,FALSE,FALSE,
NoiseDetection_LJSpeech_MUSAN-Speech,DynamicSuperb/NoiseDetection_LJSpeech_MUSAN-Speech,,Classification,,FALSE,FALSE,FALSE,
NoiseDetection_LJSpeech_MUSAN-Music,DynamicSuperb/NoiseDetection_LJSpeech_MUSAN-Music,,Classification,,FALSE,FALSE,FALSE,
NoiseDetection_VCTK-MUSAN-Gaussian,DynamicSuperb/NoiseDetection_VCTK-MUSAN-Gaussian,,Classification,,FALSE,FALSE,FALSE,
NoiseDetection_VCTK_MUSAN-Speech,DynamicSuperb/NoiseDetection_VCTK_MUSAN-Speech,,Classification,,FALSE,FALSE,FALSE,
NoiseDetection_VCTK_MUSAN-Music,DynamicSuperb/NoiseDetection_VCTK_MUSAN-Music,,Classification,,FALSE,FALSE,FALSE,
NoiseDetection_LJSpeech_MUSAN-Gaussian,DynamicSuperb/NoiseDetection_LJSpeech_MUSAN-Gaussian,,Classification,,FALSE,FALSE,FALSE,
NoiseDetection_VCTK_MUSAN-Noise,DynamicSuperb/NoiseDetection_VCTK_MUSAN-Noise,,Classification,,FALSE,FALSE,FALSE,
NoiseDetection_LJSpeech_MUSAN-Noise,DynamicSuperb/NoiseDetection_LJSpeech_MUSAN-Noise,,Classification,,FALSE,FALSE,FALSE,
